iter	Logloss
363	0.2359178193
364	0.2358886124
365	0.2358621945
366	0.2358380844
367	0.2358166814
368	0.2357662316
369	0.2357468139
370	0.2357198838
371	0.2357118701
372	0.2357051521
373	0.235669364
374	0.2356689645
375	0.2356319118
376	0.2356035263
377	0.2355827916
378	0.2355602976
379	0.2355410875
380	0.2355140036
381	0.2355095361
382	0.2354993212
383	0.2354866784
384	0.2354592405
385	0.235398018
386	0.2353593327
387	0.2353516299
388	0.235307338
389	0.2352886306
390	0.2352624893
391	0.235235066
392	0.2352221568
393	0.2351866703
394	0.2351757541
395	0.2351705811
396	0.2351663838
397	0.2351328168
398	0.2350957203
399	0.2350472789
400	0.235031615
401	0.2350291666
402	0.2350099695
403	0.235007785
404	0.2349943429
405	0.2349586619
406	0.2349421121
407	0.2349359147
408	0.2349060967
409	0.2348870937
410	0.2348375888
411	0.234824041
412	0.2348049055
413	0.2347838536
414	0.2347385497
415	0.2347149203
416	0.2346931584
417	0.2346569629
418	0.2346137711
419	0.2345842354
420	0.2345687257
421	0.2345464084
422	0.2345186185
423	0.2344980082
424	0.2344744508
425	0.2344297365
426	0.2344023858
427	0.2343932942
428	0.2343673775
429	0.2343626931
430	0.2343490411
431	0.2343210669
432	0.23427514
433	0.2342530857
434	0.2342348098
435	0.2342026841
436	0.2341803021
437	0.2341446139
438	0.2341021604
439	0.2340782682
440	0.2340506767
441	0.2340383815
442	0.2340170369
443	0.2339955061
444	0.2339822637
445	0.2339599034
446	0.233948969
447	0.2339425205
448	0.2339279552
449	0.2339022773
450	0.2338851113
451	0.2338751504
452	0.2338623089
453	0.2338408653
454	0.233825204
455	0.2338218695
456	0.2338067366
457	0.2337894733
458	0.2337584407
459	0.2337425846
460	0.2337209566
461	0.2337011234
462	0.2336934898
463	0.2336675651
464	0.2336525574
465	0.2336009763
466	0.2335758673
467	0.2335718809
468	0.2335448997
469	0.2335266938
470	0.2335100143
471	0.2334711565
472	0.2334418875
473	0.2334202372
474	0.2333901841
475	0.2333533957
476	0.2333210404
477	0.2333087795
478	0.2332668185
479	0.23324229
480	0.2331956379
481	0.2331572062
482	0.2331298196
483	0.2330899434
484	0.2330527365
485	0.2330370504
486	0.2330226338
487	0.2329959333
488	0.2329947078
489	0.2329567721
490	0.2329330693
491	0.2329036675
492	0.2328849162
493	0.2328598555
494	0.2328357831
495	0.2327958121
496	0.2327613508
497	0.2327273374
498	0.2326937971
499	0.2326620469
500	0.2326531844
501	0.232626775
502	0.2326047607
503	0.2325903561
504	0.2325516108
505	0.2325196158
506	0.2324930153
507	0.2324623889
508	0.232442864
509	0.2324055496
510	0.232364589
511	0.2323562521
512	0.2323319169
513	0.2323154658
514	0.2322847158
515	0.2322646693
516	0.2322408343
517	0.232199374
518	0.2321914463
519	0.2321553847
520	0.2321128751
521	0.2321059525
522	0.2320940113
523	0.2320540725
524	0.2320319217
525	0.2319882537
526	0.2319647756
527	0.2319424786
528	0.231924476
529	0.2318940806
530	0.2318556911
531	0.2318300386
532	0.2317966993
533	0.2317879079
534	0.2317842372
535	0.231773687
536	0.2317599403
537	0.2317269701
538	0.2316865745
539	0.2316741367
540	0.2316592269
541	0.2316309418
542	0.2316022034
543	0.2315617907
544	0.2315279587
545	0.2315007808
546	0.2314819276
547	0.2314700592
548	0.2314372239
549	0.231418537
550	0.2314117402
551	0.2313925671
552	0.2313819865
553	0.2313540955
554	0.2313390695
555	0.2313114917
556	0.2312947598
557	0.2312392069
558	0.2312093021
559	0.2311549667
560	0.2311287154
561	0.2311029779
562	0.2310597497
563	0.2310131853
564	0.2309755144
565	0.230932255
566	0.2308860289
567	0.230855108
568	0.2308358126
569	0.2307971262
570	0.2307588864
571	0.2307349932
572	0.2307143788
573	0.2306945059
574	0.2306782647
575	0.2306353348
576	0.2306172969
577	0.2305975902
578	0.2305862614
579	0.2305478246
580	0.2305294756
581	0.2305289846
582	0.2305076912
583	0.2304961533
584	0.2304859823
585	0.2304798977
586	0.2304402663
587	0.2304253376
588	0.2304220834
589	0.2303942815
590	0.2303793809
591	0.2303645916
592	0.2303189016
593	0.2302768006
594	0.2302526882
595	0.2302287813
596	0.2302135832
597	0.2301812459
598	0.230138968
599	0.2301222818
600	0.2300815949
601	0.2300456158
602	0.230033419
603	0.2300258295
604	0.2300215695
605	0.2300022573
606	0.2299569836
607	0.2299325005
608	0.2299027053
609	0.2298986151
610	0.229893879
611	0.2298789902
612	0.2298559405
613	0.2298332514
614	0.2298256075
615	0.2298121357
616	0.2297769196
617	0.2297533462
618	0.2297148366
619	0.229707383
620	0.2296815829
621	0.2296555598
622	0.2296392535
623	0.2296018755
624	0.2295904054
625	0.2295768399
626	0.2295582828
627	0.2295540713
628	0.2295250136
629	0.2295055283
630	0.2294843883
631	0.2294401141
632	0.22942627
633	0.2294147198
634	0.2293909673
635	0.2293578681
636	0.2293470228
637	0.2293306869
638	0.2293080771
639	0.2292867919
640	0.2292830454
641	0.2292701386
642	0.229252152
643	0.2292214067
644	0.2291976647
645	0.2291721544
646	0.2291300717
647	0.2290972432
648	0.229066354
649	0.2290450471
650	0.229024876
651	0.2290240152
652	0.2289966304
653	0.2289752939
654	0.2289625322
655	0.2289404723
656	0.2289295032
657	0.228914753
658	0.2289141559
659	0.228906925
660	0.2288722748
661	0.2288683522
662	0.2288396873
663	0.2288265134
664	0.2287876696
665	0.2287608342
666	0.2287247405
667	0.2287053297
668	0.2286715934
669	0.2286395354
670	0.2286294867
671	0.2286051511
672	0.2285824538
673	0.2285587936
674	0.2285214687
675	0.2285062811
676	0.2284760167
677	0.2284592618
678	0.228445082
679	0.2284187939
680	0.2284126039
681	0.2283745731
682	0.2283491432
683	0.2283332952
684	0.2282932416
685	0.2282692606
686	0.2282457096
687	0.2282360098
688	0.2282110412
689	0.2281708386
690	0.2281530702
691	0.2281298034
692	0.2280822391
693	0.2280494838
694	0.2280103952
695	0.2279980722
696	0.2279980655
697	0.2279878517
698	0.2279788402
699	0.2279312826
700	0.2279195235
701	0.2278994705
702	0.2278771324
703	0.2278502928
704	0.2278423838
705	0.2278194791
706	0.2278058219
707	0.2277938426
708	0.2277819283
709	0.227777762
710	0.2277719725
711	0.227746678
712	0.2277089736
713	0.2276679693
714	0.2276322745
715	0.2276216802
716	0.2276130646
717	0.2275871848
718	0.2275772705
719	0.2275456968
720	0.2275257256
721	0.2274797273
722	0.2274588061
723	0.2274427504
724	0.2274276769
725	0.2274192329
726	0.2274035204
727	0.2273600389
728	0.2273385696
729	0.2273120802
730	0.2272809686
731	0.2272659596
732	0.2272409356
733	0.2272165736
734	0.2272016585
735	0.2271983288
736	0.227173523
737	0.2271734356
738	0.227144725
739	0.2271168672
740	0.22710854
741	0.2270726631
742	0.2270434424
743	0.2270046256
744	0.2269937133
745	0.2269662284
746	0.2269525262
747	0.2269350027
748	0.2269232405
749	0.2269100023
750	0.2268958983
751	0.2268833636
752	0.226870722
753	0.2268543321
754	0.2268335436
755	0.2268057703
756	0.2267809206
757	0.2267596158
758	0.226746276
759	0.2267155878
760	0.2267093802
761	0.2267040188
762	0.2266583317
763	0.226649822
764	0.226625705
765	0.2266048469
766	0.2265732704
767	0.2265463856
768	0.2265368182
769	0.2265318151
770	0.2265180165
771	0.2264946393
772	0.2264936682
773	0.2264857488
774	0.2264475935
775	0.2264385635
776	0.2264319953
777	0.2264051666
778	0.2263707847
779	0.2263261375
780	0.2262853871
781	0.2262651081
782	0.2262280103
783	0.2262024386
784	0.2261696683
785	0.2261611883
786	0.2261311556
787	0.2260990939
788	0.2260831057
789	0.2260694856
790	0.2260460085
791	0.2260432775
792	0.2260320137
793	0.2260001898
794	0.2259910513
795	0.2259750951
796	0.2259535138
797	0.2259327302
798	0.2259050345
799	0.2258862432
800	0.2258835509
801	0.2258688597
802	0.2258354189
803	0.2258147034
804	0.2257775311
805	0.2257413317
806	0.2257284892
807	0.2256978996
808	0.2256831739
809	0.225642717
810	0.2256369016
811	0.2256046319
812	0.2255638463
813	0.2255448169
814	0.2255174222
815	0.2254955492
816	0.2254891242
817	0.2254699267
818	0.2254295194
819	0.2253966269
820	0.2253872529
821	0.2253707341
822	0.225359423
823	0.225350039
824	0.2253277427
825	0.2253252642
826	0.2253180994
827	0.2252987596
828	0.2252675693
829	0.2252314928
830	0.2252066045
831	0.225193224
832	0.2251846196
833	0.2251626692
834	0.2251369952
835	0.2251272818
836	0.2251057142
837	0.2250916747
838	0.2250818965
839	0.225041148
840	0.2250218367
841	0.2249915641
842	0.2249726818
843	0.2249712941
844	0.2249447467
845	0.2249171104
846	0.2248947207
847	0.2248871251
848	0.2248805646
849	0.2248594811
850	0.2248494357
851	0.2248339438
852	0.2247889598
853	0.2247603861
854	0.2247543439
855	0.2247390982
856	0.2247027667
857	0.2246793196
858	0.2246737345
859	0.2246466681
860	0.2246077651
861	0.2245890956
862	0.2245676293
863	0.2245499949
864	0.2245149325
865	0.2244874114
866	0.2244838529
867	0.2244391434
868	0.2244101046
869	0.2244037061
870	0.2243741143
871	0.2243645377
872	0.2243432934
873	0.2243245127
874	0.2243208744
875	0.2243051346
876	0.2242813423
877	0.2242739978
878	0.2242554052
879	0.2242350559
880	0.2242216269
881	0.2242014996
882	0.2241642802
883	0.2241604258
884	0.2241411307
885	0.2241138175
886	0.2240917107
887	0.224046252
888	0.2240044896
889	0.2239766048
890	0.2239734448
891	0.2239482141
892	0.2239455662
893	0.2239048588
894	0.2238656554
895	0.2238269133
896	0.2238192696
897	0.2238073552
898	0.2237937682
899	0.223750936
900	0.2237135081
901	0.2236940119
902	0.2236737783
903	0.2236654552
904	0.2236611963
905	0.2236584511
906	0.2236558247
907	0.2236438333
908	0.2236022639
909	0.2235707717
910	0.2235458763
911	0.2235116291
912	0.2234982344
913	0.2234826635
914	0.223481878
915	0.223463933
916	0.2234521468
917	0.2234255796
918	0.22342172
919	0.2233860186
920	0.2233528074
921	0.2233347642
922	0.2232978355
923	0.2232755178
924	0.2232652528
925	0.2232187013
926	0.223203835
927	0.2231907218
928	0.2231793165
929	0.223152895
930	0.2231298437
931	0.2230907804
932	0.2230676262
933	0.2230260573
934	0.223013915
935	0.2230102536
936	0.2229974008
937	0.2229829513
938	0.222963353
939	0.2229450069
940	0.2229413978
941	0.2229337948
942	0.2229091839
943	0.222869407
944	0.2228541821
945	0.2228439994
946	0.2228259493
947	0.222783379
948	0.2227626963
949	0.2227444245
950	0.2227049463
951	0.2227014631
952	0.2226850541
953	0.2226507671
954	0.2226381908
955	0.2226303979
956	0.2226230347
957	0.2225800482
958	0.2225511869
959	0.2225337812
960	0.2225248205
961	0.2225190057
962	0.2225059212
963	0.2224813562
964	0.2224640055
965	0.2224417473
966	0.2224158186
967	0.2224041415
968	0.22240121
969	0.2223663138
970	0.2223458009
971	0.2223295449
972	0.2223176767
973	0.222289006
974	0.2222786601
975	0.2222737767
976	0.222257266
977	0.222213588
978	0.2221973073
979	0.2221618398
980	0.22214141
981	0.2221315972
982	0.2221129287
983	0.2221075346
984	0.2220969334
985	0.2220749828
986	0.2220434783
987	0.222035244
988	0.2220242787
989	0.222002546
990	0.2219690317
991	0.2219170903
992	0.2218993278
993	0.221876616
994	0.221852835
995	0.2218501051
996	0.2218304967
997	0.2218269617
998	0.2218239914
999	0.2218132966
